2025-05-14 09:07:21.639 | SUCCESS  | utils.logging:69 | Sistema de logging inicializado com sucesso!
2025-05-14 15:00:13.960 | DEBUG    | logging:1706 | https://back-to-back-lear.cognitiveservices.azure.com:443 "GET /documentintelligence/documentModels/prebuilt-layout/analyzeResults/4fbd3d63-6e2e-4ac3-bd4e-2e7a5ddafe02?api-version=2024-11-30 HTTP/1.1" 200 106
2025-05-14 15:00:13.961 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:00:13 GMT'
2025-05-14 15:00:14.967 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/4fbd3d63-6e2e-4ac3-bd4e-2e7a5ddafe02?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': 'a85ab12e-30f5-11f0-8148-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:00:15.215 | DEBUG    | logging:1706 | https://back-to-back-lear.cognitiveservices.azure.com:443 "GET /documentintelligence/documentModels/prebuilt-layout/analyzeResults/4fbd3d63-6e2e-4ac3-bd4e-2e7a5ddafe02?api-version=2024-11-30 HTTP/1.1" 200 106
2025-05-14 15:00:15.215 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:00:15 GMT'
2025-05-14 15:00:16.221 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/4fbd3d63-6e2e-4ac3-bd4e-2e7a5ddafe02?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': 'a85ab12e-30f5-11f0-8148-0a263fac6c94'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.4.1-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-14 15:00:16.497 | DEBUG    | logging:1706 | https://back-to-back-lear.cognitiveservices.azure.com:443 "GET /documentintelligence/documentModels/prebuilt-layout/analyzeResults/4fbd3d63-6e2e-4ac3-bd4e-2e7a5ddafe02?api-version=2024-11-30 HTTP/1.1" 200 49657
2025-05-14 15:00:16.706 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '49657'
    'Content-Type': 'application/json; charset=utf-8'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Wed, 14 May 2025 19:00:16 GMT'
2025-05-14 15:00:16.740 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: 58e57a | Documento: tmp82uhbn38_proc.jpeg | Caracteres: 919 | Linhas: 72 
2025-05-14 15:00:16.740 | INFO     | ocr.document_processor:700 | Extração Azure concluída | ID: 58e57a | Tempo: 6.930s | Páginas: 1 | Caracteres: 919
2025-05-14 15:00:16.741 | DEBUG    | ocr.document_processor:359 | AMOSTRA AZURE: S
DA EM TODO O TERRITORIO NACIONAL
2500816176
REPUBLICA FEDERATIVA DO BRASIL
MINISTERIO DA INFRAESTRUTURA
SECRETARIA NACIONAL DE TRANSITO
BR
CARTEIRA NACIONAL DE HABILITAÇÃO / DRIVER LICENSE / PERMISO...
2025-05-14 15:00:16.741 | INFO     | ocr.document_processor:517 | Análise de qualidade do texto | ID: 58e57a-azure | Qualidade: 0.72
2025-05-14 15:00:16.741 | DEBUG    | ocr.document_processor:518 | Métricas detalhadas: {"caracteres_totais": 919, "linhas_totais": 72, "chars_por_linha": "12.8", "palavras_totais": 150, "palavras_por_linha": "2.1", "prop_chars_validos": "1.00", "prop_linhas_curtas": "0.40", "prop_palavras_validas": "0.71", "pdf_text_boost": "0.00", "qualidade_texto": "0.72"}
2025-05-14 15:00:16.741 | INFO     | ocr.document_processor:362 | Azure extraiu 919 caracteres em 6.930s (qualidade: 0.72) | ID: 58e57a
2025-05-14 15:00:16.742 | INFO     | utils.document_logging:56 | 🔵 QUALIDADE AZURE | ID: 58e57a | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Score: 0.72 | Métricas: {"caracteres": 919, "linhas": 72, "tempo_processamento": "6.930s"}
2025-05-14 15:00:16.742 | INFO     | ocr.document_processor:374 | Usando resultado do Azure | ID: 58e57a
2025-05-14 15:00:16.742 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: 58e57a | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Caracteres: 919 | Linhas: 72 | Qualidade: 0.72
2025-05-14 15:00:16.742 | DEBUG    | ocr.document_processor:861 | Pós-processamento concluído | ID: 58e57a | Caracteres: 919 → 915 | Palavras: 150 → 146 | Tempo: 0.000s
2025-05-14 15:00:16.742 | DEBUG    | ocr.document_processor:392 | Pós-processamento concluído em 0.001s | ID: 58e57a
2025-05-14 15:00:16.742 | INFO     | ocr.document_processor:406 | Extração concluída em 7.066s | ID: 58e57a
2025-05-14 15:00:16.743 | INFO     | utils.document_logging:73 | 🔵 PROCESSAMENTO CONCLUÍDO | ID: 58e57a | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Método: Azure | Tempo: 7.066s | Estatísticas: {"tempo_total": "7.066s", "tamanho_arquivo": "173.3KB", "tipo_documento": "image", "qualidade_detectada": "0.72", "texto_extraido_chars": 915, "texto_extraido_linhas": 69, "metodo_principal": "Azure"}
2025-05-14 15:00:16.743 | DEBUG    | ocr.document_processor:428 | Arquivo temporário removido: /var/folders/yw/5nzky279361g2yr3y70jzrz40000gn/T/tmp82uhbn38.jpeg
2025-05-14 15:00:16.743 | DEBUG    | ocr.document_processor:433 | Arquivo processado removido: /var/folders/yw/5nzky279361g2yr3y70jzrz40000gn/T/tmp82uhbn38_proc.jpeg
2025-05-14 15:00:16.744 | INFO     | classification.classifier:215 | Classificando documento...
2025-05-14 15:00:16.744 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: 1a14f1 | Documento: documento-1a14f1 | Tipo: Classificação
2025-05-14 15:00:16.744 | DEBUG    | classification.classifier:222 | Usando 915 caracteres para classificação | ID: 1a14f1
2025-05-14 15:00:16.745 | DEBUG    | classification.classifier:242 | Enviando prompt com aproximadamente 955 tokens estimados | ID: 1a14f1
2025-05-14 15:00:16.755 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 1a14f1 | Documento: documento-1a14f1 | Tipo: Em andamento...  
2025-05-14 15:00:16.759 | DEBUG    | logging:1706 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'idempotency_key': 'stainless-python-retry-1c0b4c06-f11a-4466-9d8b-630f0bdb1b07', 'json_data': {'messages': [{'content': 'Você é um especialista em classificação de documentos empresariais e fiscais.\n\nVocê receberá um texto extraído de um documento e deverá classificá-lo em um dos seguintes tipos:\n\n1. CNH\n2. Comprovante Bancário\n3. Cartão CNPJ\n4. CEI da Obra\n5. Inscrição Municipal\n6. Termo de Responsabilidade\n7. Alvará Municipal\n8. Contrato Social\n9. Fatura Telefônica\n10. Nota Fiscal de Serviços Eletrônica\n\nAqui estão as características principais de cada tipo de documento para te ajudar na identificação:\n- CNH: Carteira Nacional de Habilitação, documento de habilitação de motorista, com dados pessoais, foto, categoria e validade.\n- Comprovante Bancário: contém dados de transferência, depósito ou pagamento bancário, valores, datas, códigos de autenticação e instituições financeiras.\n- Cartão CNPJ: comprovante de inscrição e situação cadastral emitido pela Receita Federal que atesta a existência legal da empresa, contendo número do CNPJ, razão social, nome fantasia, data de abertura, código CNAE das atividades econômicas, natureza jurídica, endereço e situação cadastral.\n- CEI da Obra: documento do INSS que identifica uma construção perante a Receita Federal, contendo número de matrícula CEI, endereço da obra, dados do proprietário (CNPJ/CPF), responsável técnico, número ART e informações cadastrais para regularização e recolhimento de tributos.\n- Inscrição Municipal: documento emitido pela prefeitura com número de inscrição municipal de uma empresa, dados cadastrais e atividades econômicas permitidas no município.\n- Termo de Responsabilidade: documento formal onde pessoa ou entidade assume responsabilidade por determinada ação, bem ou serviço, contendo identificação do responsável, descrição das obrigações assumidas, condições para cumprimento e possíveis consequências legais.\n- Alvará Municipal: licença oficial emitida por autoridades municipais que autoriza o funcionamento legal de empresas e atividades específicas, contendo nome da empresa, registro, atividades permitidas, datas de emissão e validade, e autoridade emissora.\n- Contrato Social: documento legal constitutivo que estabelece as regras da sociedade empresária, detalhando razão social, nome fantasia, CNPJ (em alterações), endereço da sede, objeto social, capital social, quotas e dados dos sócios, forma de administração e representação. Difere do Cartão CNPJ por ser o acordo entre os sócios, não apenas um comprovante cadastral.\n- Fatura Telefônica: conta de serviços telefônicos com detalhamento de ligações, mensagens, dados consumidos, valores e período de cobrança.\n- Nota Fiscal de Serviços Eletrônica: documento fiscal que comprova prestação de serviços, com valores, impostos (como ISS), dados do prestador e tomador.\n\nTexto do documento:\nS\nDA EM TODO O TERRITORIO NACIONAL\n2500816176\nREPUBLICA FEDERATIVA DO BRASIL\nMINISTERIO DA INFRAESTRUTURA\nSECRETARIA NACIONAL DE TRANSITO\nBR\nCARTEIRA NACIONAL DE HABILITAÇÃO / DRIVER LICENSE / PERMISO DE CONDUCCIÓN\n2. 1 NOME E SOBRENOME\nTIAGO PEREIRA RAMOS\n1º HABILITAÇÃO\n06/12/2002\nY ASSINATURA DO PORTADOS\n3 DATA, LOCAL E UF DE NASCIMENTO\n20/10/1984 PRESIDENTE PRUDENTE/SP\n4a DATA EMISSÃO\n21/12/2022\n46 VALIDADE\n21/12/2027\nACC\nD\n4c DOC. IDENTIDADE / ORG. EMISSOR / UF\n999751\nSSP\nMS\n4d CPF\n010.384.101-69\n5 Nº REGISTRO\n02643740160\n9 CAT. HAB\nB\nNACIONALIDADE\nBRASILEIRO\nFILIAÇÃO\nCARLOS ALBERTO RAMOS\nSOLANGE APARECIDA PEREIRA RAMOS\n12.\n9\nACC me\nA\nA1\nB\n21/12/2027\n81\nC\nC1\n2\nD\n10\n11\nDT\nBE\nCE\nCIE\nDE......\nDIE....\nPROIBIDO PLASTIFICAR\n2500816176\n12 OBSERVAÇÕES\nA:\nLOCAL\nCAMPO GRANDE, MS\n752\nRUDEL ESPINDOLA TRINDADE JUNIOR\nDIRETOR-PRESIDENTE - DETRAN MS\nASSINATURA DO EMISSOR\n62404180589\nMS857112961\nMATO GROSSO DO SUL\n\nAnalise cuidadosamente o conteúdo e classifique o documento.\nResponda com apenas o tipo do documento exatamente como está na lista acima. Por exemplo: "Contrato Social"\n', 'role': 'user'}], 'model': 'gpt-4.1-mini', 'stream': False}}
2025-05-14 15:00:16.760 | DEBUG    | logging:1706 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-05-14 15:00:16.760 | DEBUG    | logging:1706 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-05-14 15:00:16.805 | DEBUG    | logging:1706 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e80b290>
2025-05-14 15:00:16.805 | DEBUG    | logging:1706 | start_tls.started ssl_context=<ssl.SSLContext object at 0x13c999400> server_hostname='api.openai.com' timeout=None
2025-05-14 15:00:16.834 | DEBUG    | logging:1706 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e80a790>
2025-05-14 15:00:16.835 | DEBUG    | logging:1706 | send_request_headers.started request=<Request [b'POST']>
2025-05-14 15:00:16.835 | DEBUG    | logging:1706 | send_request_headers.complete
2025-05-14 15:00:16.835 | DEBUG    | logging:1706 | send_request_body.started request=<Request [b'POST']>
2025-05-14 15:00:16.835 | DEBUG    | logging:1706 | send_request_body.complete
2025-05-14 15:00:16.836 | DEBUG    | logging:1706 | receive_response_headers.started request=<Request [b'POST']>
2025-05-14 15:00:17.508 | DEBUG    | logging:1706 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 14 May 2025 19:00:17 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'meta-servicos-em-informatica'), (b'openai-processing-ms', b'400'), (b'openai-version', b'2020-10-01'), (b'x-envoy-upstream-service-time', b'405'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'2000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'1999012'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'29ms'), (b'x-request-id', b'req_492464784bb9bddfe8eab3f2961874c4'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=.ka1gooa8uwcaDtPGaDlgvbRB.XDR3bC5Y6iQPi8VDQ-1747249217-1.0.1.1-FhHJ0_5hZzCqMHyAuiu_S9iILF7VK1PFhisqikX.w8kl7u9_abwViHdT9_uBnqiteDZGC.ZW99Gj2ApuuPwqeoUguOOaVokDSWlnTU2tnMI; path=/; expires=Wed, 14-May-25 19:30:17 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=ZVi6OJ1Hm4tVfeNB5hQ1XdtPd2wKEDDtNsmfJK4ChHg-1747249217808-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'93fca3374a1b621a-GRU'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-05-14 15:00:17.509 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-14 15:00:17.510 | DEBUG    | logging:1706 | receive_response_body.started request=<Request [b'POST']>
2025-05-14 15:00:17.510 | DEBUG    | logging:1706 | receive_response_body.complete
2025-05-14 15:00:17.510 | DEBUG    | logging:1706 | response_closed.started
2025-05-14 15:00:17.510 | DEBUG    | logging:1706 | response_closed.complete
2025-05-14 15:00:17.511 | DEBUG    | logging:1706 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Wed, 14 May 2025 19:00:17 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'meta-servicos-em-informatica'), ('openai-processing-ms', '400'), ('openai-version', '2020-10-01'), ('x-envoy-upstream-service-time', '405'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '2000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '1999012'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '29ms'), ('x-request-id', 'req_492464784bb9bddfe8eab3f2961874c4'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=.ka1gooa8uwcaDtPGaDlgvbRB.XDR3bC5Y6iQPi8VDQ-1747249217-1.0.1.1-FhHJ0_5hZzCqMHyAuiu_S9iILF7VK1PFhisqikX.w8kl7u9_abwViHdT9_uBnqiteDZGC.ZW99Gj2ApuuPwqeoUguOOaVokDSWlnTU2tnMI; path=/; expires=Wed, 14-May-25 19:30:17 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=ZVi6OJ1Hm4tVfeNB5hQ1XdtPd2wKEDDtNsmfJK4ChHg-1747249217808-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '93fca3374a1b621a-GRU'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-05-14 15:00:17.511 | DEBUG    | logging:1706 | request_id: req_492464784bb9bddfe8eab3f2961874c4
2025-05-14 15:00:17.519 | INFO     | utils.llm_tracker:267 | 🟢 LLM gpt-4.1-mini | sucesso | 1003 in | 3 out | Custo: $0.0303 | Doc: documento-1a14f1 (1a14f1)
2025-05-14 15:00:17.520 | DEBUG    | utils.llm_tracker:164 | Métricas de uso de LLMs persistidas em logs/llm_usage/llm_usage_metrics.json
2025-05-14 15:00:17.520 | SUCCESS  | classification.classifier:281 | Documento classificado como: CNH em 0.776s
2025-05-14 15:00:17.520 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 1a14f1 | Documento: documento-1a14f1 | Tipo: CNH | Confiança: 0.95 | Tempo: 0.776s
2025-05-14 15:00:17.521 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: f3b416 | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Tipo: CNH  | Tempo: 0.777s
2025-05-14 15:00:17.631 | INFO     | logging:1706 | Extracting data from CNH...
2025-05-14 15:00:17.633 | DEBUG    | logging:1706 | Request options: {'method': 'post', 'url': '/chat/completions', 'files': None, 'idempotency_key': 'stainless-python-retry-fd963812-c3be-45ab-9cdc-84b12ebbe11a', 'json_data': {'messages': [{'content': '\nVocê é um agente especializado na extração de informações de documentos oficiais do tipo **CNH** (Carteira Nacional de Habilitação — CNH física ou CNH-e).\n\nExtraia com precisão os seguintes campos, mesmo que estejam fora de ordem ou formatados de maneira incomum. Os dados devem estar em codificação UTF-8.\n\n- Nome completo do condutor\n- Número de registro/CNH (11 dígitos numéricos)\n- CPF do condutor (com ou sem formatação)\n- Data de nascimento (formato DD/MM/AAAA)\n- Data da primeira habilitação (formato DD/MM/AAAA)\n- Data de validade da CNH (formato DD/MM/AAAA)\n- Categoria da CNH (ex: A, B, AB, C, D, E, ACC)\n- Observações ou restrições (descrições ou códigos, se houver)\n- UF (estado) emissor da CNH\n- Local de nascimento (cidade e UF)\n- Filiação (nome dos pais ou responsáveis legais)\n- RG (número do documento de identidade, se disponível)\n\nSe algum campo não estiver presente ou legível, retorne exatamente: `"Não foi possível localizar este campo"`.\n\nTexto do documento:\nS\nDA EM TODO O TERRITORIO NACIONAL\n2500816176\nREPUBLICA FEDERATIVA DO BRASIL\nMINISTERIO DA INFRAESTRUTURA\nSECRETARIA NACIONAL DE TRANSITO\nBR\nCARTEIRA NACIONAL DE HABILITAÇÃO / DRIVER LICENSE / PERMISO DE CONDUCCIÓN\n2. 1 NOME E SOBRENOME\nTIAGO PEREIRA RAMOS\n1º HABILITAÇÃO\n06/12/2002\nY ASSINATURA DO PORTADOS\n3 DATA, LOCAL E UF DE NASCIMENTO\n20/10/1984 PRESIDENTE PRUDENTE/SP\n4a DATA EMISSÃO\n21/12/2022\n46 VALIDADE\n21/12/2027\nACC\nD\n4c DOC. IDENTIDADE / ORG. EMISSOR / UF\n999751\nSSP\nMS\n4d CPF\n010.384.101-69\n5 Nº REGISTRO\n02643740160\n9 CAT. HAB\nB\nNACIONALIDADE\nBRASILEIRO\nFILIAÇÃO\nCARLOS ALBERTO RAMOS\nSOLANGE APARECIDA PEREIRA RAMOS\n12.\n9\nACC me\nA\nA1\nB\n21/12/2027\n81\nC\nC1\n2\nD\n10\n11\nDT\nBE\nCE\nCIE\nDE......\nDIE....\nPROIBIDO PLASTIFICAR\n2500816176\n12 OBSERVAÇÕES\nA:\nLOCAL\nCAMPO GRANDE, MS\n752\nRUDEL ESPINDOLA TRINDADE JUNIOR\nDIRETOR-PRESIDENTE - DETRAN MS\nASSINATURA DO EMISSOR\n62404180589\nMS857112961\nMATO GROSSO DO SUL\n\nResponda exclusivamente no seguinte formato JSON, respeitando a estrutura abaixo:\n\n{\n  "tipo_documento": "CNH",\n  "nome": "...",\n  "numero_registro": "...",\n  "cpf": "...",\n  "data_nascimento": "...",\n  "data_primeira_habilitacao": "...",\n  "validade": "...",\n  "categoria": "...",\n  "restricoes": "...",\n  "uf_emissor": "...",\n  "local_nascimento": "...",\n  "filiacao": "...",\n  "rg": "..."\n}\n', 'role': 'user'}], 'model': 'gpt-4.1-mini', 'stream': False}}
2025-05-14 15:00:17.634 | DEBUG    | logging:1706 | Sending HTTP Request: POST https://api.openai.com/v1/chat/completions
2025-05-14 15:00:17.634 | DEBUG    | logging:1706 | connect_tcp.started host='api.openai.com' port=443 local_address=None timeout=None socket_options=None
2025-05-14 15:00:17.659 | DEBUG    | logging:1706 | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e809710>
2025-05-14 15:00:17.660 | DEBUG    | logging:1706 | start_tls.started ssl_context=<ssl.SSLContext object at 0x13e774170> server_hostname='api.openai.com' timeout=None
2025-05-14 15:00:17.689 | DEBUG    | logging:1706 | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x13e861510>
2025-05-14 15:00:17.689 | DEBUG    | logging:1706 | send_request_headers.started request=<Request [b'POST']>
2025-05-14 15:00:17.689 | DEBUG    | logging:1706 | send_request_headers.complete
2025-05-14 15:00:17.690 | DEBUG    | logging:1706 | send_request_body.started request=<Request [b'POST']>
2025-05-14 15:00:17.690 | DEBUG    | logging:1706 | send_request_body.complete
2025-05-14 15:00:17.690 | DEBUG    | logging:1706 | receive_response_headers.started request=<Request [b'POST']>
2025-05-14 15:00:20.634 | DEBUG    | logging:1706 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Wed, 14 May 2025 19:00:20 GMT'), (b'Content-Type', b'application/json'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'access-control-expose-headers', b'X-Request-ID'), (b'openai-organization', b'meta-servicos-em-informatica'), (b'openai-processing-ms', b'2553'), (b'openai-version', b'2020-10-01'), (b'x-envoy-upstream-service-time', b'2568'), (b'x-ratelimit-limit-requests', b'5000'), (b'x-ratelimit-limit-tokens', b'2000000'), (b'x-ratelimit-remaining-requests', b'4999'), (b'x-ratelimit-remaining-tokens', b'1999411'), (b'x-ratelimit-reset-requests', b'12ms'), (b'x-ratelimit-reset-tokens', b'17ms'), (b'x-request-id', b'req_0b24cc76b87a82da8582946f2e7ac1d2'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'cf-cache-status', b'DYNAMIC'), (b'Set-Cookie', b'__cf_bm=SryAh2P9BNl_mVucSQCw2.re.l6XWJk4jTXV4Zw9GFY-1747249220-1.0.1.1-LavxpFgkv15L1jzGUWcvxMOcGwREGDxw0.R8qGVdGbNX5IxqGtxz3Lnw1h0vsPmcBEmzrSdTYBexnrLatRIIEkdtBYDcnDr.F2nVgGzkiYs; path=/; expires=Wed, 14-May-25 19:30:20 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'X-Content-Type-Options', b'nosniff'), (b'Set-Cookie', b'_cfuvid=U3PejUEsFwS6La7ytvh08k1HMI8_htfrjdQ0O7cafg8-1747249220934-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), (b'Server', b'cloudflare'), (b'CF-RAY', b'93fca33c98faa3ff-GRU'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-05-14 15:00:20.634 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-14 15:00:20.634 | DEBUG    | logging:1706 | receive_response_body.started request=<Request [b'POST']>
2025-05-14 15:00:20.635 | DEBUG    | logging:1706 | receive_response_body.complete
2025-05-14 15:00:20.635 | DEBUG    | logging:1706 | response_closed.started
2025-05-14 15:00:20.635 | DEBUG    | logging:1706 | response_closed.complete
2025-05-14 15:00:20.635 | DEBUG    | logging:1706 | HTTP Response: POST https://api.openai.com/v1/chat/completions "200 OK" Headers([('date', 'Wed, 14 May 2025 19:00:20 GMT'), ('content-type', 'application/json'), ('transfer-encoding', 'chunked'), ('connection', 'keep-alive'), ('access-control-expose-headers', 'X-Request-ID'), ('openai-organization', 'meta-servicos-em-informatica'), ('openai-processing-ms', '2553'), ('openai-version', '2020-10-01'), ('x-envoy-upstream-service-time', '2568'), ('x-ratelimit-limit-requests', '5000'), ('x-ratelimit-limit-tokens', '2000000'), ('x-ratelimit-remaining-requests', '4999'), ('x-ratelimit-remaining-tokens', '1999411'), ('x-ratelimit-reset-requests', '12ms'), ('x-ratelimit-reset-tokens', '17ms'), ('x-request-id', 'req_0b24cc76b87a82da8582946f2e7ac1d2'), ('strict-transport-security', 'max-age=31536000; includeSubDomains; preload'), ('cf-cache-status', 'DYNAMIC'), ('set-cookie', '__cf_bm=SryAh2P9BNl_mVucSQCw2.re.l6XWJk4jTXV4Zw9GFY-1747249220-1.0.1.1-LavxpFgkv15L1jzGUWcvxMOcGwREGDxw0.R8qGVdGbNX5IxqGtxz3Lnw1h0vsPmcBEmzrSdTYBexnrLatRIIEkdtBYDcnDr.F2nVgGzkiYs; path=/; expires=Wed, 14-May-25 19:30:20 GMT; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('x-content-type-options', 'nosniff'), ('set-cookie', '_cfuvid=U3PejUEsFwS6La7ytvh08k1HMI8_htfrjdQ0O7cafg8-1747249220934-0.0.1.1-604800000; path=/; domain=.api.openai.com; HttpOnly; Secure; SameSite=None'), ('server', 'cloudflare'), ('cf-ray', '93fca33c98faa3ff-GRU'), ('content-encoding', 'gzip'), ('alt-svc', 'h3=":443"; ma=86400')])
2025-05-14 15:00:20.636 | DEBUG    | logging:1706 | request_id: req_0b24cc76b87a82da8582946f2e7ac1d2
2025-05-14 15:00:20.640 | INFO     | logging:1706 | Successfully extracted data from CNH
2025-05-14 15:00:20.640 | DEBUG    | api.routes:270 | Dados extraídos com sucesso para tipo CNH
2025-05-14 15:00:20.640 | INFO     | utils.document_logging:47 | 📄 EXTRAÇÃO EXTRACTOR | ID: f3b416 | Documento: WhatsApp Image 2025-05-14 at 10.25.10.jpeg | Caracteres: 915 | Linhas: 69 
